total_value,portfolio_delta,eth_delta,btc_delta,eth_price,btc_price,max_deviation,rebalance_count,total_costs
990247.7450961651,-0.006450869598503078,-0.010315866739784992,-0.0002883036352013385,2491.180419921875,104771.9453125,0.010315866739784992,3,20.414782723277806
990764.378356971,-0.006106321753608896,-0.009975167039762223,6.229796011439282e-05,2492.878662109375,104845.4375,0.009975167039762223,3,20.414782723277806
992239.1527478495,-0.005124076679507084,-0.009422191023049729,0.0017213619545530076,2495.637451171875,105193.90625,0.009422191023049729,3,20.414782723277806
994916.4242420873,-0.0033458240665161314,-0.007114954912030895,0.002665187101396687,2507.180908203125,105392.6640625,0.007114954912030895,3,20.414782723277806
992976.3046300405,-0.004633829423971279,-0.009237641684644964,0.002692687468874929,2496.558837890625,105398.4609375,0.009237641684644964,3,20.414782723277806
988296.5919855259,-0.00775424429050607,-0.011979804496748724,-0.001022914722094238,2482.90283203125,104618.125,0.011979804496748724,3,20.414782723277806
987839.3202210973,-0.008060191293939383,-0.011856926174833693,-0.002005310831019491,2483.51318359375,104412.7734375,0.011856926174833693,3,20.414782723277806
986674.9714356636,-0.008840061981588349,-0.012076702807614557,-0.0036709395749590784,2482.421630859375,104065.5234375,0.012076702807614557,3,20.414782723277806
989609.8172572539,-0.006876635734024482,-0.00920058347384734,-0.003156473057392016,2496.743896484375,104172.65625,0.00920058347384734,3,20.414782723277806
990066.6302086816,-0.006571712785175346,-0.007603413004211993,-0.004914655739318172,2504.732666015625,103806.984375,0.007603413004211993,3,20.414782723277806
995900.0602188694,-0.002694069299384485,-0.002371933490018836,-0.0032132849421047317,2531.077880859375,104160.8203125,0.0032132849421047317,3,20.414782723277806
999097.9817965281,-0.0005809733682373207,0.00025980632096200693,-0.0019379747284869987,2544.435302734375,104426.8359375,0.0019379747284869987,3,20.414782723277806
999991.1062789866,7.587870763367297e-06,0.001410370035196891,-0.0022598107943442086,2550.297119140625,104359.640625,0.0022598107943442086,3,20.414782723277806
1000314.9464888893,0.00022082473202928614,0.0015131256980371246,-0.0018673937638411446,2550.8212890625,104441.578125,0.0018673937638411446,3,20.414782723277806
998798.9579172924,-0.0007781823352938869,0.00017483466414202906,-0.0023167832029930948,2544.0029296875,104347.75,0.0023167832029930948,3,20.414782723277806
997498.4731963048,-0.0016367688431426087,-0.0016355461910784164,-0.001638737856471767,2534.808349609375,104489.3515625,0.001638737856471767,3,20.414782723277806
999577.3153123703,-0.00026501065663517547,-0.0006390045822546037,0.0003366966117681936,2539.865478515625,104902.9921875,0.0006390045822546037,3,20.414782723277806
1003350.8710080775,0.0022154556497102303,0.003281825444356846,0.0004933271966001799,2559.860595703125,104935.859375,0.003281825444356846,3,20.414782723277806
