final_value,value_change_pct,value_volatility_pct,max_drawdown_pct,max_appreciation_pct,avg_portfolio_delta,max_portfolio_delta,rebalance_count,rebalance_frequency_per_day,total_rebalance_costs,cost_ratio_pct,max_asset_deviation,threshold,efficiency_score,simple_score
993213.2789910256,-0.678672100897436,0.6129815906051012,-3.7564288778522053,7.545350803490076,0.00241931221499158,0.03410563740144259,449,5.061531235321747,2012.413486396307,0.20124134863963072,0.04208118343712859,0.005,0.1875431902094819,1.3580704367892074
1003518.8776350264,0.35188776350263506,0.8172212336016295,-3.7394101515453073,7.251011610549386,0.003388506172477459,0.032487752402302165,187,2.108031939877877,1381.2070832535144,0.13812070832535142,0.04185122538175362,0.01,0.31717762580457665,1.0751573600972444
997363.1339826763,-0.2636866017323686,1.1159539684245396,-4.944516034166817,7.015614312935481,0.0048016480156178225,0.03127991302902946,97,1.0934711131986847,1018.2816239404616,0.10182816239404616,0.04275568848888363,0.015,0.3446689980533715,0.8132795470245741
994338.3122355777,-0.566168776442227,1.3729629829201218,-4.963849962867447,7.429753698195145,0.0061224054522058735,0.0330600671458231,63,0.7101925786754345,797.0421611100475,0.07970421611100474,0.041124887635941666,0.02,0.3386239689326187,0.6745845255320868
985296.4938387889,-1.4703506161211057,1.864193791257493,-6.882603181703971,7.647829993782077,0.00786553314210147,0.03867130066309909,31,0.3494598403006106,610.7524457295237,0.061075244572952374,0.04831151599856307,0.03,0.3068299311545487,0.5055484235253201
978803.1090307329,-2.1196890969267113,2.8791175779487364,-10.018217341266618,8.864600979931932,0.01359502469441921,0.05171249559658693,12,0.13527477689055895,380.0354770398645,0.038003547703986444,0.06215012620321719,0.05,0.24172323668643936,0.33461219211316207
952767.3302812318,-4.723266971876821,4.7031166855097215,-9.70706147519562,14.894304956176876,0.02561056129326342,0.07010614261151465,6,0.06763738844527947,283.3359890810999,0.02833359890810999,0.08570168303016504,0.075,0.16822045679758424,0.2067665209379615
1109877.3875410717,10.987738754107175,5.73931299226414,-11.471727124948474,17.452984193163132,0.03672249507379512,0.08315910853668057,4,0.045091592296852986,220.4133362660462,0.022041333626604622,0.10512137163590683,0.1,0.14387962836881982,0.1704792909678208
